1,1759,1352,59,52
2,1756,1355,61,54
3,1755,1357,62,55
4,1755,1358,61,54
5,1754,1364,61,54
6,1752,1365,63,55
7,1749,1364,67,58
8,1747,1370,64,56
9,1747,1371,64,56
10,1746,1371,66,59
11,1742,1375,67,58
12,1742,1377,66,58
13,1741,1378,67,59
14,1737,1382,70,62
15,1734,1383,74,65
16,1732,1387,71,62
17,1730,1388,74,65
18,1729,1390,74,65
19,1726,1392,74,64
20,1725,1394,73,64
21,1723,1393,75,66
22,1724,1400,70,62
23,1722,1402,71,62
24,1722,1402,69,61
25,1719,1408,68,60
26,1717,1410,68,60
27,1716,1411,69,61
28,1714,1416,68,60
29,1712,1417,69,61
30,1710,1417,69,61
31,1705,1419,73,65
32,1705,1422,72,63
33,1701,1424,74,65
34,1698,1427,73,64
35,1697,1429,73,64
36,1696,1431,74,65
37,1693,1435,71,62
38,1692,1439,71,62
39,1690,1444,70,62
40,1688,1447,71,62
41,1686,1451,71,62
42,1684,1456,70,62
43,1683,1458,69,61
44,1680,1462,68,59
45,1677,1465,69,61
46,1673,1465,71,62
47,1669,1470,72,64
48,1667,1474,72,64
49,1666,1475,72,63
50,1662,1480,72,64
51,1658,1485,72,63
52,1657,1484,74,65
53,1652,1489,75,66
54,1649,1493,75,66
55,1648,1492,76,67
56,1644,1497,76,67
57,1640,1503,77,67
58,1639,1503,77,69
59,1634,1508,77,69
60,1630,1514,76,68
61,1629,1515,77,69
62,1623,1522,77,67
63,1623,1525,76,67
64,1619,1528,76,68
65,1613,1534,76,67
66,1611,1536,76,67
67,1608,1540,77,67
68,1600,1548,76,67
69,1598,1549,76,67
70,1596,1553,77,67
71,1587,1560,77,67
72,1584,1564,76,67
73,1581,1565,75,66
74,1572,1575,75,66
75,1568,1577,75,66
76,1566,1579,75,65
77,1557,1587,75,66
78,1554,1591,75,66
79,1550,1594,75,66
80,1539,1606,75,66
81,1536,1610,74,66
82,1532,1614,75,66
83,1521,1622,74,66
84,1516,1626,75,66
85,1503,1636,75,66
86,1499,1638,74,66
87,1494,1640,76,67
88,1479,1651,77,67
89,1474,1653,77,68
90,1469,1656,76,67
91,1451,1667,78,68
92,1444,1668,80,70
93,1440,1671,79,70
94,1424,1680,79,70
95,1418,1682,80,70
96,1413,1685,79,70
97,1398,1696,79,70
98,1390,1701,79,70
99,1385,1704,79,70
100,1365,1714,80,70
101,1358,1717,79,70
102,1350,1720,80,70
103,1328,1726,81,72
104,1320,1729,81,71
105,1310,1732,81,72
106,1287,1738,81,71
107,1279,1741,82,73
108,1261,1745,83,73
109,1241,1752,83,73
110,1233,1755,83,72
111,1215,1760,83,73
112,1196,1766,82,73
113,1186,1768,83,73
114,1167,1773,83,73
115,1147,1776,81,72
116,1138,1777,81,72
117,1115,1780,81,72
118,1095,1782,81,71
119,1083,1782,81,71
120,1061,1783,81,71
121,1037,1785,81,71
122,1027,1785,81,72
123,1007,1786,81,72
124,983,1787,81,71
125,974,1786,81,72
126,952,1787,81,72
127,933,1787,81,71
128,924,1785,81,71
129,906,1785,81,71
130,888,1784,83,73
131,869,1782,83,73
132,860,1781,83,73
133,838,1777,83,73
134,820,1771,82,73
135,809,1771,82,72
136,792,1767,83,72
137,775,1763,83,73
138,768,1761,83,73
139,750,1757,81,71
140,735,1755,81,71
141,727,1752,80,70
142,710,1749,78,69
143,693,1745,78,69
144,683,1744,78,69
145,664,1738,78,69
146,652,1734,77,68
147,642,1733,78,68
148,630,1726,77,69
149,616,1720,78,69
150,609,1718,78,68
151,597,1713,77,69
152,584,1709,78,69
153,577,1709,78,68
154,561,1703,78,69
155,555,1700,77,69
156,550,1697,77,68
157,557,1707,76,67
158,551,1705,77,67
159,545,1702,77,67
160,529,1695,76,68
161,523,1694,77,67
162,518,1693,75,66
163,500,1683,74,66
164,494,1682,75,66
165,488,1680,74,66
166,470,1673,75,66
167,465,1671,75,66
168,460,1669,75,66
169,446,1663,75,66
170,442,1661,75,66
171,439,1660,74,64
172,425,1650,73,65
173,421,1649,73,64
174,416,1645,73,65
175,404,1641,73,64
176,400,1638,72,64
177,388,1633,72,64
178,385,1632,72,63
179,381,1629,71,62
180,373,1623,70,62
181,368,1621,71,62
182,365,1619,71,62
183,356,1611,70,62
184,353,1610,70,62
185,351,1609,71,62
186,343,1603,69,61
187,340,1600,67,60
188,338,1597,67,59
189,331,1592,67,59
190,327,1588,67,59
191,326,1586,66,59
192,317,1580,65,57
193,315,1579,66,57
194,312,1576,65,57
195,305,1570,65,57
196,304,1567,63,57
197,298,1564,64,56
198,294,1560,64,56
199,291,1556,64,56
200,289,1554,63,56
201,284,1548,63,57
