1,1737,1396,99,82
2,1733,1417,111,69
3,1731,1418,112,69
4,1733,1423,110,67
5,1731,1426,112,70
6,1729,1429,114,73
7,1725,1432,120,73
8,1725,1438,121,78
9,1724,1444,125,73
10,1724,1441,124,82
11,1720,1451,132,82
12,1716,1455,136,79
13,1716,1454,135,88
14,1712,1466,130,85
15,1708,1468,138,90
16,1700,1477,145,83
17,1692,1484,146,91
18,1689,1493,149,83
19,1683,1499,152,88
20,1676,1502,157,92
21,1670,1506,162,94
22,1663,1518,171,90
23,1660,1516,170,102
24,1655,1514,173,110
25,1649,1527,180,109
26,1641,1542,187,103
27,1636,1548,192,101
28,1635,1548,187,112
29,1624,1564,197,109
30,1619,1566,204,114
31,1610,1573,209,117
32,1602,1591,207,111
33,1597,1583,219,126
34,1588,1587,224,136
35,1580,1604,228,135
36,1573,1608,244,135
37,1565,1624,246,136
38,1551,1628,251,145
39,1554,1634,246,147
40,1535,1632,252,166
41,1521,1644,264,165
42,1498,1658,284,167
43,1501,1655,289,170
44,1474,1667,297,175
45,1460,1677,320,185
46,1439,1702,329,164
47,1427,1698,326,181
48,1406,1716,356,182
49,1389,1718,348,185
50,1364,1732,370,186
51,1323,1740,404,192
52,1315,1738,404,195
53,1290,1756,407,195
54,1258,1768,419,191
55,1242,1769,428,196
56,1211,1778,432,198
57,1174,1786,458,201
58,1155,1789,458,197
59,1112,1799,473,199
60,1085,1800,471,198
61,1055,1807,491,187
62,1025,1814,478,177
63,992,1821,461,170
64,984,1819,436,177
65,968,1831,389,169
66,961,1836,342,157
67,961,1838,321,155
68,851,1839,337,141
69,836,1845,328,132
70,826,1846,311,129
71,736,1838,314,118
72,715,1847,308,112
73,694,1838,301,110
74,656,1833,262,101
75,637,1836,249,98
76,619,1825,254,95
77,571,1823,209,87
78,562,1814,214,87
79,527,1812,217,87
80,500,1800,189,82
81,489,1794,188,87
82,474,1789,194,83
83,439,1777,177,83
84,429,1770,179,85
85,412,1771,184,80
86,387,1752,162,82
87,370,1749,178,81
88,350,1750,179,79
89,329,1742,167,69
90,315,1730,177,79
91,301,1706,189,96
92,299,1691,185,108
93,298,1678,176,116
94,287,1667,163,111
95,272,1668,175,108
96,267,1657,173,114
97,255,1645,165,111
98,251,1639,161,115
99,240,1620,168,125
100,221,1592,171,139
101,234,1589,168,146
102,195,1580,184,143
103,199,1578,163,133
104,207,1567,144,142
105,208,1563,140,145
106,202,1555,127,138
107,198,1548,128,136
108,197,1550,119,131
109,194,1542,112,125
110,190,1534,110,129
111,178,1543,112,125
112,182,1520,104,122
113,174,1520,104,122
114,174,1513,107,118
115,172,1512,98,102
116,172,1507,99,106
117,157,1509,103,107
118,158,1501,99,95
119,153,1505,96,89
120,150,1494,98,93
121,143,1485,100,92
122,145,1496,90,78
123,142,1488,96,78
124,142,1475,94,83
125,137,1480,94,77
126,137,1469,92,82
127,128,1476,91,69
128,124,1464,98,79
129,123,1463,97,71
130,120,1467,95,61
131,123,1476,87,47
132,120,1471,87,47
133,115,1470,87,45
134,117,1467,83,44
135,111,1465,87,42
136,106,1460,86,40
137,105,1456,84,41
138,104,1455,80,41
139,104,1449,80,41
140,105,1444,76,38
141,100,1443,81,37
142,101,1437,79,38
143,98,1433,78,38
144,97,1431,78,37
145,92,1429,78,37
