1,1012,369,16,69
2,1009,367,18,69
3,1007,368,20,68
4,1006,369,21,68
5,1005,369,21,68
6,1004,369,22,68
7,1003,368,22,68
8,1003,368,23,69
9,1002,367,23,70
10,1002,366,24,70
11,1001,366,24,71
12,1001,366,24,72
13,1000,366,25,73
14,1000,366,25,73
15,999,367,25,73
16,999,368,26,73
17,998,368,26,73
18,998,366,26,74
19,997,366,26,74
20,996,366,27,74
21,997,365,27,74
22,996,365,27,74
23,995,365,28,75
24,995,364,28,75
25,995,365,28,75
26,994,365,28,75
27,994,364,28,75
28,994,364,28,74
29,992,365,27,73
30,992,366,26,72
31,991,365,26,72
32,990,364,26,71
33,989,364,26,69
34,987,364,26,68
35,986,364,26,66
36,986,367,26,66
37,985,369,26,66
38,984,371,26,66
39,982,373,26,66
40,981,370,26,66
41,983,371,26,66
42,980,372,27,67
43,978,374,28,66
44,976,376,29,65
45,973,378,29,65
46,970,375,30,66
47,968,378,31,66
48,967,380,31,67
49,965,377,32,68
50,964,375,32,69
51,962,373,32,70
52,960,372,32,72
53,959,371,33,73
54,958,370,34,74
55,956,369,35,75
56,954,368,35,76
57,952,368,36,76
58,950,368,36,77
59,948,369,36,77
60,944,374,37,79
61,942,373,37,80
62,938,371,37,80
63,936,370,37,79
64,932,367,37,80
65,930,364,37,80
66,929,363,36,80
67,926,368,37,81
68,925,365,37,81
69,923,363,37,80
70,927,359,36,81
71,923,364,36,80
72,920,368,36,80
73,919,365,36,79
74,916,369,36,79
75,914,367,36,79
76,912,366,36,78
77,909,370,35,78
78,907,368,36,78
79,904,366,35,79
80,901,366,36,79
81,898,366,36,79
82,896,366,36,79
83,892,365,38,79
84,891,365,37,80
85,889,365,38,80
86,886,365,37,81
87,885,365,36,81
88,882,365,37,82
89,879,365,37,83
90,873,363,37,83
91,872,362,37,84
92,870,363,38,84
93,867,363,37,84
94,863,363,39,84
95,859,363,39,85
96,852,361,39,86
97,851,360,39,87
98,848,359,39,88
99,845,359,40,88
100,843,358,39,88
101,840,358,39,88
102,839,358,40,88
103,837,358,40,88
104,835,358,41,88
105,835,363,43,89
106,837,362,43,89
107,834,361,44,89
108,837,366,46,89
109,834,363,46,90
110,838,367,48,92
111,840,364,49,92
112,837,367,50,94
113,840,371,52,96
114,844,365,53,97
115,841,362,54,98
116,847,362,55,99
117,851,370,56,100
118,849,368,56,101
119,855,368,56,101
120,861,369,56,102
121,867,369,55,102
122,873,370,55,102
123,878,370,55,104
124,883,375,55,106
125,887,374,54,105
126,885,384,55,106
127,890,384,55,106
128,893,392,56,105
129,898,390,55,104
130,903,387,54,105
131,912,392,55,104
132,923,389,55,105
133,926,393,58,104
134,938,388,56,106
135,948,381,56,106
136,951,383,57,109
137,964,379,57,106
138,976,377,56,104
139,979,380,57,106
140,992,385,59,101
141,1002,389,60,99
142,1003,403,64,96
143,1014,398,65,95
144,1026,396,66,93
145,1038,393,65,90
146,1052,395,63,89
147,1065,396,62,88
148,1057,431,67,90
149,1072,434,63,88
150,1077,429,60,90
151,1082,433,60,91
152,1095,429,56,91
153,1099,428,55,93
154,1113,435,54,91
155,1128,441,55,86
156,1127,452,57,89
157,1130,454,56,91
158,1112,398,57,92
159,1122,400,59,88
160,1122,395,62,88
161,1102,399,66,89
162,1102,395,66,88
163,1101,396,67,89
164,1097,401,68,87
165,1101,396,66,86
166,1097,401,67,84
167,1100,397,65,83
168,1097,399,65,82
169,1101,403,66,81
170,1098,405,66,80
171,1100,401,64,79
172,1103,396,64,79
173,1099,397,63,78
174,1102,402,64,77
175,1099,405,63,76
176,1102,401,62,76
177,1106,397,60,74
178,1101,401,60,74
179,1105,405,60,74
180,1101,408,61,73
181,1105,404,58,71
182,1101,407,60,70
183,1099,409,59,70
184,1105,404,57,68
185,1102,407,58,67
186,1106,409,57,67
