1,312,450,70,42
2,304,452,73,44
3,296,448,78,44
4,291,449,81,43
5,283,450,85,45
6,275,447,86,49
7,269,446,89,53
8,256,446,96,51
9,252,445,93,54
10,238,440,104,60
11,226,442,110,62
12,211,437,115,65
13,196,436,125,65
14,174,432,141,71
15,158,432,149,73
16,156,429,137,80
17,144,429,141,82
18,126,427,144,83
19,111,427,152,84
20,93,424,165,90
21,58,420,182,91
22,30,423,188,91
23,9,419,195,90
24,1,416,184,91
25,1915,418,167,97
26,1910,414,154,99
27,1890,413,143,104
28,1866,414,146,104
29,1847,415,129,105
30,1847,415,129,105
31,1847,415,129,105
32,1847,415,129,105
33,1847,415,129,105
34,1847,415,129,105
35,1847,415,129,105
36,1847,415,129,105
37,1847,415,129,105
38,1847,415,129,105
39,1847,415,129,105
40,1847,415,129,105
41,1847,415,129,105
42,1847,415,129,105
43,1847,415,129,105
44,1847,415,129,105
45,1847,415,129,105
46,1847,415,129,105
47,1847,415,129,105
48,1847,415,129,105
49,1847,415,129,105
50,1847,415,129,105
51,1847,415,129,105
52,1847,415,129,105
53,1847,415,129,105
54,1847,415,129,105
55,1847,415,129,105
56,1847,415,129,105
57,1847,415,129,105
58,1847,415,129,105
59,1847,415,129,105
60,1847,415,129,105
61,1847,415,129,105
62,1847,415,129,105
63,1847,415,129,105
64,1847,415,129,105
65,1847,415,129,105
66,1847,415,129,105
67,1847,415,129,105
68,1847,415,129,105
69,1847,415,129,105
70,1847,415,129,105
71,1847,415,129,105
72,1847,415,129,105
73,1847,415,129,105
74,1847,415,129,105
75,1847,415,129,105
76,1847,415,129,105
77,1847,415,129,105
78,1847,415,129,105
79,1847,415,129,105
80,1847,415,129,105
81,1847,415,129,105
82,1847,415,129,105
83,1847,415,129,105
84,1847,415,129,105
85,1847,415,129,105
86,1847,415,129,105
87,1847,415,129,105
88,1847,415,129,105
89,1847,415,129,105
90,1847,415,129,105
91,1847,415,129,105
92,1847,415,129,105
93,1847,415,129,105
94,1847,415,129,105
95,1847,415,129,105
96,1847,415,129,105
97,1847,415,129,105
98,1847,415,129,105
99,1847,415,129,105
100,1847,415,129,105
101,1847,415,129,105
102,1847,415,129,105
103,1847,415,129,105
104,1847,415,129,105
105,1847,415,129,105
106,1847,415,129,105
107,1847,415,129,105
108,1847,415,129,105
109,1847,415,129,105
110,1847,415,129,105
111,1847,415,129,105
112,1847,415,129,105
113,1847,415,129,105
114,1847,415,129,105
115,1847,415,129,105
116,1847,415,129,105
117,1847,415,129,105
118,1847,415,129,105
119,1847,415,129,105
120,1847,415,129,105
121,1847,415,129,105
122,1847,415,129,105
123,1847,415,129,105
124,1847,415,129,105
125,1847,415,129,105
126,1847,415,129,105
127,1847,415,129,105
128,1847,415,129,105
129,1847,415,129,105
130,1847,415,129,105
131,1847,415,129,105
132,1847,415,129,105
133,1847,415,129,105
134,1847,415,129,105
135,1847,415,129,105
