1,716,367,85,123
2,717,366,86,125
3,722,362,86,125
4,721,353,86,124
5,722,342,87,123
6,723,340,87,123
7,726,340,87,123
8,725,338,87,123
9,726,337,87,124
10,725,341,87,124
11,724,345,87,124
12,715,351,86,124
13,718,366,86,124
14,725,378,85,124
15,728,374,85,124
16,731,368,86,124
17,740,368,85,124
18,745,367,85,123
19,746,363,85,124
20,749,365,85,123
21,756,367,85,123
22,757,367,85,123
23,763,367,83,123
24,764,365,83,123
25,767,362,83,123
26,773,362,84,123
27,776,362,83,123
28,780,362,84,123
29,781,362,84,123
30,780,360,84,123
31,777,354,84,123
32,775,354,85,123
33,774,357,85,124
34,765,355,86,124
35,762,353,86,124
36,763,359,86,124
37,764,361,85,124
38,761,363,85,124
39,762,365,85,123
40,763,365,85,123
41,762,361,86,124
42,757,359,86,124
43,756,359,86,124
44,755,362,86,125
45,756,370,85,124
46,755,372,85,124
47,756,370,85,124
48,757,370,85,124
49,760,374,85,124
50,763,378,85,124
51,766,382,84,123
52,772,392,83,122
53,776,400,83,122
54,779,408,82,121
55,780,412,82,121
56,781,416,82,121
57,788,430,81,120
58,794,446,81,118
59,794,454,82,118
60,790,454,82,118
61,789,458,82,118
62,788,464,82,118
63,787,468,82,118
64,784,468,83,119
65,783,468,83,119
66,782,472,83,119
67,782,476,84,119
68,779,481,85,120
69,776,485,85,120
70,773,489,85,120
71,772,491,85,121
72,773,493,86,121
73,776,497,86,121
74,775,501,86,121
75,772,505,86,121
76,771,513,87,120
77,770,519,87,120
78,767,519,87,121
79,765,521,88,121
80,770,525,89,121
81,778,535,88,120
82,781,551,89,118
83,777,562,91,117
84,778,561,92,119
85,779,563,92,119
86,773,567,93,119
87,772,571,94,119
88,775,579,95,119
89,779,583,95,118
90,775,583,96,119
91,774,583,96,120
92,773,589,96,120
93,774,595,97,119
94,770,597,99,120
95,771,601,99,120
96,772,613,101,118
97,777,623,103,117
98,778,630,105,117
99,774,631,106,119
100,770,633,107,119
101,774,639,108,118
102,777,643,110,118
103,776,647,111,118
104,777,655,113,117
105,778,666,116,117
106,779,671,118,117
107,768,675,122,118
108,755,675,123,119
